Date,Product Name,Region,Quantity
22-05-2023,Fuel Pump,rajasthan,100
22-05-2023,Exhaust System,Mangalore,13
22-05-2023,Battery,kolkata,54
23-05-2023,silenser,Mangalore,67
23-05-2023,Engine,Bangalore,92
23-05-2023,Transmission,mumbai,22
23-05-2023,Brake Pads,kolkata,52
23-05-2023,Alternator,mumbai,58
23-05-2023,Starter Motor,kerala,83
23-05-2023,Suspension System,chennai,39
23-05-2023,Fuel Pump,Mangalore,65
23-05-2023,Exhaust System,chennai,11
23-05-2023,Battery,Bangalore,21
24-05-2023,silenser,Mangalore,57
24-05-2023,Engine,kolkata,76
24-05-2023,Transmission,Bangalore,75
24-05-2023,Brake Pads,Mangalore,96
24-05-2023,Alternator,Delhi,15
24-05-2023,Starter Motor,punjab,2
24-05-2023,Suspension System,punjab,31
24-05-2023,Fuel Pump,Delhi,39
24-05-2023,Exhaust System,chennai,100
24-05-2023,Battery,Mangalore,3
25-05-2023,silenser,Bangalore,4
25-05-2023,Engine,kolkata,17
25-05-2023,Transmission,Mangalore,11
25-05-2023,Brake Pads,kerala,75
25-05-2023,Alternator,kerala,11
25-05-2023,Starter Motor,rajasthan,64
25-05-2023,Suspension System,punjab,49
25-05-2023,Fuel Pump,rajasthan,94
25-05-2023,Exhaust System,Mangalore,94
25-05-2023,Battery,kolkata,33
26-05-2023,silenser,chennai,0
26-05-2023,Engine,kolkata,95
26-05-2023,Transmission,Mangalore,69
26-05-2023,Brake Pads,kolkata,13
26-05-2023,Alternator,Delhi,95
26-05-2023,Starter Motor,chennai,15
26-05-2023,Suspension System,Bangalore,90
26-05-2023,Fuel Pump,kolkata,56
26-05-2023,Exhaust System,punjab,47
26-05-2023,Battery,Mangalore,0
27-05-2023,silenser,Delhi,43
27-05-2023,Engine,punjab,35
27-05-2023,Transmission,Bangalore,18
27-05-2023,Brake Pads,Bangalore,87
27-05-2023,Alternator,punjab,49
27-05-2023,Starter Motor,Delhi,94
27-05-2023,Suspension System,Bangalore,68
27-05-2023,Fuel Pump,kolkata,31
27-05-2023,Exhaust System,Mangalore,51
27-05-2023,Battery,chennai,71
28-05-2023,silenser,rajasthan,46
28-05-2023,Engine,kerala,51
28-05-2023,Transmission,mumbai,39
28-05-2023,Brake Pads,chennai,28
28-05-2023,Alternator,mumbai,98
28-05-2023,Starter Motor,Delhi,81
28-05-2023,Suspension System,kerala,20
28-05-2023,Fuel Pump,kerala,94
28-05-2023,Exhaust System,mumbai,36
28-05-2023,Battery,kerala,40
29-05-2023,silenser,kerala,45
29-05-2023,Engine,kerala,62
29-05-2023,Transmission,rajasthan,23
29-05-2023,Brake Pads,Bangalore,87
29-05-2023,Alternator,kolkata,92
29-05-2023,Starter Motor,punjab,5
29-05-2023,Suspension System,mumbai,65
29-05-2023,Fuel Pump,chennai,41
29-05-2023,Exhaust System,kerala,15
29-05-2023,Battery,Delhi,15
30-05-2023,silenser,kolkata,89
30-05-2023,Engine,chennai,39
30-05-2023,Transmission,punjab,94
30-05-2023,Brake Pads,chennai,63
30-05-2023,Alternator,Bangalore,96
30-05-2023,Starter Motor,Bangalore,28
30-05-2023,Suspension System,chennai,9
30-05-2023,Fuel Pump,kolkata,97
30-05-2023,Exhaust System,rajasthan,59
30-05-2023,Battery,kolkata,3
31-05-2023,silenser,Bangalore,22
31-05-2023,Engine,Mangalore,11
31-05-2023,Transmission,kerala,81
31-05-2023,Brake Pads,kerala,82
31-05-2023,Alternator,Delhi,4
31-05-2023,Starter Motor,punjab,39
31-05-2023,Suspension System,chennai,10
31-05-2023,Fuel Pump,kolkata,38
31-05-2023,Exhaust System,kolkata,60
31-05-2023,Battery,Delhi,54
01-06-2023,silenser,Bangalore,96
01-06-2023,Engine,rajasthan,82
01-06-2023,Transmission,chennai,74
01-06-2023,Brake Pads,mumbai,12
01-06-2023,Alternator,kerala,39
01-06-2023,Starter Motor,mumbai,41
01-06-2023,Suspension System,Delhi,41
01-06-2023,Fuel Pump,Mangalore,49
01-06-2023,Exhaust System,kerala,77
01-06-2023,Battery,mumbai,15
02-06-2023,silenser,Mangalore,80
02-06-2023,Engine,Delhi,69
02-06-2023,Transmission,rajasthan,44
02-06-2023,Brake Pads,punjab,50
02-06-2023,Alternator,Delhi,23
02-06-2023,Starter Motor,Bangalore,23
02-06-2023,Suspension System,kerala,83
02-06-2023,Fuel Pump,mumbai,85
02-06-2023,Exhaust System,Mangalore,83
02-06-2023,Battery,kerala,10
03-06-2023,silenser,kerala,23
03-06-2023,Engine,Bangalore,92
03-06-2023,Transmission,rajasthan,2
03-06-2023,Brake Pads,mumbai,66
03-06-2023,Alternator,punjab,31
03-06-2023,Starter Motor,mumbai,51
03-06-2023,Suspension System,kolkata,71
03-06-2023,Fuel Pump,Bangalore,72
03-06-2023,Exhaust System,punjab,21
03-06-2023,Battery,kolkata,16
04-06-2023,silenser,chennai,98
04-06-2023,Engine,mumbai,32
04-06-2023,Transmission,Mangalore,11
04-06-2023,Brake Pads,rajasthan,69
04-06-2023,Alternator,Delhi,6
04-06-2023,Starter Motor,Mangalore,87
04-06-2023,Suspension System,Delhi,94
04-06-2023,Fuel Pump,rajasthan,89
04-06-2023,Exhaust System,chennai,20
04-06-2023,Battery,kolkata,35
05-06-2023,silenser,kolkata,41
05-06-2023,Engine,punjab,31
05-06-2023,Transmission,kolkata,59
05-06-2023,Brake Pads,kolkata,100
05-06-2023,Alternator,Bangalore,49
05-06-2023,Starter Motor,mumbai,33
05-06-2023,Suspension System,rajasthan,55
05-06-2023,Fuel Pump,Delhi,41
05-06-2023,Exhaust System,kolkata,54
05-06-2023,Battery,kerala,27
06-06-2023,silenser,Delhi,50
06-06-2023,Engine,kolkata,98
06-06-2023,Transmission,Mangalore,59
06-06-2023,Brake Pads,punjab,12
06-06-2023,Alternator,chennai,26
06-06-2023,Starter Motor,punjab,28
06-06-2023,Suspension System,Delhi,57
06-06-2023,Fuel Pump,kolkata,67
06-06-2023,Exhaust System,chennai,50
06-06-2023,Battery,rajasthan,97
07-06-2023,silenser,rajasthan,22
07-06-2023,Engine,chennai,1
07-06-2023,Transmission,Delhi,72
07-06-2023,Brake Pads,chennai,85
07-06-2023,Alternator,chennai,13
07-06-2023,Starter Motor,punjab,46
07-06-2023,Suspension System,Delhi,52
07-06-2023,Fuel Pump,rajasthan,13
07-06-2023,Exhaust System,Mangalore,39
07-06-2023,Battery,kolkata,18
08-06-2023,silenser,Bangalore,15
08-06-2023,Engine,Delhi,65
08-06-2023,Transmission,Mangalore,84
08-06-2023,Brake Pads,Bangalore,99
08-06-2023,Alternator,rajasthan,2
08-06-2023,Starter Motor,kerala,42
08-06-2023,Suspension System,Bangalore,74
08-06-2023,Fuel Pump,kolkata,9
08-06-2023,Exhaust System,mumbai,65
08-06-2023,Battery,chennai,36
09-06-2023,silenser,Delhi,61
09-06-2023,Engine,kerala,29
09-06-2023,Transmission,Bangalore,34
09-06-2023,Brake Pads,rajasthan,86
09-06-2023,Alternator,Bangalore,19
09-06-2023,Starter Motor,chennai,100
09-06-2023,Suspension System,Bangalore,93
09-06-2023,Fuel Pump,Delhi,31
09-06-2023,Exhaust System,mumbai,47
09-06-2023,Battery,Bangalore,64
10-06-2023,silenser,Mangalore,35
10-06-2023,Engine,rajasthan,11
10-06-2023,Transmission,kerala,73
10-06-2023,Brake Pads,punjab,93
10-06-2023,Alternator,rajasthan,37
10-06-2023,Starter Motor,rajasthan,63
10-06-2023,Suspension System,kerala,50
10-06-2023,Fuel Pump,chennai,56
10-06-2023,Exhaust System,kolkata,49
10-06-2023,Battery,rajasthan,70
11-06-2023,silenser,Bangalore,99
11-06-2023,Engine,mumbai,72
11-06-2023,Transmission,chennai,65
11-06-2023,Brake Pads,chennai,40
11-06-2023,Alternator,Bangalore,42
11-06-2023,Starter Motor,Bangalore,66
11-06-2023,Suspension System,Delhi,40
11-06-2023,Fuel Pump,mumbai,30
11-06-2023,Exhaust System,punjab,52
11-06-2023,Battery,kerala,68
12-06-2023,silenser,kerala,54
12-06-2023,Engine,kerala,69
12-06-2023,Transmission,mumbai,28
12-06-2023,Brake Pads,punjab,43
12-06-2023,Alternator,Delhi,17
12-06-2023,Starter Motor,Bangalore,92
12-06-2023,Suspension System,chennai,53
12-06-2023,Fuel Pump,Mangalore,40
12-06-2023,Exhaust System,kerala,8
12-06-2023,Battery,Bangalore,43
